"price" "nrooms" "totsp" "livesp" "kitsp" "dist" "metrdist" "walk" "brick" "floor" "code"
"513" 79 1 50 34 6 14.5 5 0 0 1 3
"514" 78 1 56 38 6 13.5 5 0 0 0 6
"515" 110 1 60 45 6 12 5 1 0 1 8
"516" 105 1 60 43 6 17 5 1 0 1 4
"517" 99 1 57 42 6 12 10 1 1 1 8
"518" 95 1 56 39 5 9 7 1 1 1 4
"519" 89 1 60 42 6 12 7 0 0 1 8
"520" 90 1 60 42 6 17 3 1 0 1 2
"521" 155 1 60 40 11 7.5 5 1 1 1 3
"522" 96 1 60 45 6 12 5 0 0 1 7
"523" 84 1 60 43 6 14.5 5 0 0 1 3
"524" 81 1 60 44 6 13.5 10 0 0 1 1
"525" 72 1 50 34 7 17 10 1 0 1 4
"526" 95 1 60 43 6 9 5 0 0 1 4
"527" 95 1 60 46 5 10.5 5 1 0 1 7
"528" 128 2 70 42 6 14.5 3 1 1 1 3
"529" 142 2 70 47 8 7.5 5 1 0 1 3
"530" 84 2 63 44 7 14.5 10 0 0 1 3
"531" 100 2 66 43 7 12 7 0 0 1 7
"532" 135 2 72 51 8 9 5 1 1 1 3
"533" 56 2 68 43 7 13.5 10 0 1 1 6
"534" 130 2 73 52 7 11 5 1 1 1 8
"535" 140 2 65 44 8 4.5 5 1 0 1 8
"536" 112 2 73 51 8 10.5 7 0 1 1 3
"537" 130 2 70 47 8 9 5 1 0 1 4
"538" 169 2 68 40 8 3 5 1 1 1 1
"539" 110 2 65 46 7 12.5 5 1 0 1 2
"540" 87 2 64 46 7 12 5 1 0 1 5
"541" 99 2 67 37 7 10.5 10 0 1 1 3
"542" 136 2 64 38 8 3 3 1 0 1 1
"543" 95 2 64 45 6 12.5 10 1 0 0 2
"544" 115 2 67 41 9 14.5 7 0 0 1 2
"545" 105 2 66 40 8 12.5 5 1 0 1 2
"546" 99 2 66 44 8 12 5 1 0 0 5
"547" 165 2 65 45 9 9 10 1 1 1 3
"548" 99 2 65 40 8 17 12 1 0 0 2
"549" 169 2 70 44 8 8 5 1 1 1 1
"550" 94 2 64 45 7 12.5 12 1 0 1 2
"551" 138 2 70 45 8 10.5 10 1 1 1 3
"552" 95 2 64 39 8 12 15 1 0 1 7
"553" 185 2 73 45 8 3 2 1 1 1 1
"554" 92 2 64 39 8 12 7 0 0 1 1
"555" 95 2 65 47 9 13.5 7 1 0 1 6
"556" 139 2 73 51 9 7.5 10 0 1 0 8
"557" 112 2 65 40 8 17 5 1 0 0 2
"558" 110 2 65 43 7 12 10 0 0 1 7
"559" 138 2 68 46 8 9 10 1 0 1 4
"560" 50 2 63 47 7 12 20 0 1 0 7
"561" 128 2 70 50 8 5 5 1 1 0 4
"562" 133 2 65 47 8 12.5 2 1 0 1 3
"563" 103 2 69 44 9 14.5 10 0 0 1 3
"564" 118 2 67 44 8 6 10 1 0 1 6
"565" 120 2 63 43 9 12 1 1 0 0 8
"566" 85 2 64 45 7 15.5 10 1 0 0 1
"567" 118 2 68 49 11 7.5 7 1 0 0 8
"568" 100 2 65 46 6 15.5 7 1 0 1 1
"569" 120 2 66 40 19 7.5 10 1 1 1 8
"570" 92 2 63 39 8 15.5 5 1 0 1 1
"571" 95 2 64 40 8 15.5 15 1 0 1 1
"572" 95 2 64 45 6 14.5 10 1 0 1 2
"573" 105 2 65 39 11 12 5 0 0 1 7
"574" 95 2 64 45 7 12.5 10 1 0 1 2
"575" 108 2 65 40 8 17 5 1 0 1 2
"576" 93 2 67 47 6 12 5 0 0 1 7
"577" 95 2 73 43 11 12.7 10 1 0 0 5
"578" 125 2 66 44 9 12.5 15 1 0 1 3
"579" 95 2 67 45 9 13.5 10 0 0 0 1
"580" 105 2 66 48 8 12 1 1 0 0 5
"581" 120 2 66 43 10 9 10 0 0 1 4
"582" 110 2 70 42 10 14.5 7 0 0 1 3
"583" 105 2 68 46 8 12 15 1 0 1 7
"584" 138 2 65 47 9 5 10 1 0 1 4
"585" 115 2 63 40 8 12.5 10 0 0 1 3
"586" 90 2 66 43 6 15.5 5 1 0 0 1
"587" 103 2 64 40 8 17 5 1 0 1 2
"588" 110 2 69 44 10 12 5 1 0 1 7
"589" 119 2 71 52 8 8 10 0 1 0 1
"590" 99 2 72 50 9 7.5 10 0 1 1 8
"591" 122 2 68 44 8 10.5 5 0 0 1 3
"592" 135 2 68 46 8 12.5 7 0 0 1 3
"593" 100 2 68 53 6 12 10 1 0 1 7
"594" 115 2 66 37 7 11 7 1 0 1 8
"595" 120 2 69 40 9 13.5 15 1 0 1 1
"596" 125 2 64 44 9 12 12 1 0 1 8
"597" 100 2 65 39 9 17 10 1 0 1 2
"598" 93 2 64 41 7 14.5 3 1 0 1 2
"599" 102 2 65 44 7 13.5 10 1 0 1 6
"600" 94 2 65 45 7 14.5 10 1 0 0 2
"601" 110 2 63 45 7 13.5 10 1 0 1 1
"602" 103 2 63 38 8 10.5 10 0 0 1 3
"603" 108 2 66 43 7 17 5 1 0 1 4
"604" 100 2 63 42 7 13.5 15 1 1 1 1
"605" 92 2 69 47 6 12 10 0 0 0 7
"606" 92 2 64 38 8 10.5 15 1 0 0 7
"607" 90 2 65 45 7 12 7 1 0 1 5
"608" 115 2 72 50 8 10.5 10 0 1 1 3
"609" 92 2 68 53 6 13 10 0 0 1 5
"610" 110 2 65 41 11 12.5 15 1 1 1 8
"611" 103 2 64 45 6 17 5 1 0 1 2
"612" 95 2 65 39 8 12 15 1 0 1 7
"613" 125 2 73 52 8 11 10 1 1 1 8
"614" 108 2 64 40 9 12 10 0 1 1 1
"615" 170 2 71 47 8 7.5 10 1 1 1 3
"616" 112 2 72 51 8 6.5 5 1 1 1 5
"617" 132 2 69 44 8 8 10 1 0 1 1
"618" 95 2 63 39 8 14.5 15 1 0 1 2
"619" 115 2 68 44 9 12 7 1 0 1 7
"620" 99 2 66 39 8 17 10 1 0 0 2
"621" 105 2 63 44 7 17 3 1 0 1 4
"622" 96 2 64 41 9 13.5 12 1 0 1 1
"623" 85 2 65 43 10 12 5 0 0 1 5
"624" 100 2 70 44 8 15.5 7 0 0 0 1
"625" 105 2 66 44 7 3.5 10 1 0 1 7
"626" 106 2 70 43 10 12.7 10 1 0 0 5
"627" 93 2 66 39 8 14.5 15 1 0 1 2
"628" 93 2 64 45 7 13.5 7 0 0 1 1
"629" 107 2 66 42 9 8 7 0 0 1 1
"630" 140 2 66 47 6 4.5 2 1 1 0 8
"631" 105 2 64 45 6 13.5 7 1 0 1 1
"632" 88 2 64 46 7 17 15 1 0 0 2
"633" 140 2 70 45 10 9 10 1 0 1 3
"634" 105 2 73 49 8 11.5 5 1 0 0 6
"635" 108 2 66 45 10 12 5 1 0 1 7
"636" 115 2 71 42 10 12 5 1 0 0 8
"637" 158 2 64 44 9 7 3 1 0 1 4
"638" 115 2 66 38 7 11 7 1 1 1 8
"639" 260 2 70 45 8 8 7 1 1 0 1
"640" 112 2 63 35 8 11 7 1 0 1 8
"641" 103 2 67 43 9 13.5 10 0 0 1 1
"642" 130 2 72 47 10 13.5 7 1 1 0 1
"643" 130 2 72 42 9 12 5 1 0 1 1
"644" 78 2 63 47 6 13.5 5 0 1 1 6
"645" 110 2 70 40 9 13.5 5 1 0 0 6
"646" 115 2 64 44 7 12 5 0 0 1 7
"647" 95 2 67 41 9 13.5 7 0 0 1 6
"648" 98 2 64 42 7 14.5 5 0 0 1 3
"649" 83 2 64 42 9 17 10 0 0 0 2
"650" 107 2 65 39 8 12.5 20 1 0 1 2
"651" 95 2 64 45 6 12.5 10 1 0 1 2
"652" 145 2 73 45 7 9 1 1 1 1 4
"653" 190 2 73 54 9 3 10 1 1 1 1
"654" 85 2 65 43 5 7.5 5 1 1 1 8
"655" 99 2 63 38 8 10.5 5 1 0 0 3
"656" 105 2 69 43 6 17 5 1 0 1 4
"657" 135 2 72 46 8 10 5 1 0 1 6
"658" 105 2 72 43 10 12 10 1 0 1 5
"659" 105 2 65 39 8 12 5 0 0 1 7
"660" 125 2 67 46 8 12.5 15 1 0 1 3
"661" 95 2 65 45 7 14.5 12 1 0 1 2
"662" 110 2 65 45 11 7 7 1 0 1 4
"663" 170 2 65 45 7 7.5 2 1 1 1 3
"664" 185 2 66 44 6 9 3 1 1 0 3
"665" 99 2 63 43 9 13.5 7 0 0 1 1
"666" 118 2 63 37 8 14.5 5 1 0 1 3
"667" 107 2 67 41 9 12.5 10 1 0 1 2
"668" 134 2 69 47 8 5 10 1 0 1 4
"669" 104 2 72 46 11 12.5 10 0 1 0 3
"670" 105 2 68 46 8 15.5 10 1 0 0 1
"671" 112 2 63 45 7 13.5 7 0 0 1 1
"672" 107 2 68 46 8 10.5 10 0 0 1 3
"673" 94 2 65 40 8 14.5 15 1 0 1 2
"674" 87 2 63 42 7 13.5 7 1 0 1 6
"675" 105 2 66 44 7 13.5 10 1 0 1 6
"676" 139 2 68 46 8 9 5 1 0 1 4
"677" 94 2 64 43 9 12 7 1 0 1 5
"678" 180 2 72 45 10 3 3 1 1 1 1
"679" 135 2 68 32 13 3 10 1 1 1 1
"680" 140 2 68 44 10 5 7 1 0 1 4
"681" 120 2 65 44 8 9 5 1 0 1 4
"682" 93 2 63 40 8 11 12 1 0 1 5
"683" 106 2 68 47 8 13.5 7 0 0 1 6
"684" 108 2 73 51 8 12.5 15 0 1 1 3
"685" 95 2 64 39 8 12.5 10 1 0 0 2
"686" 128 2 72 53 8 3 10 1 1 0 1
"687" 154 2 72 42 11 6.5 5 1 0 1 2
"688" 129 2 69 42 9 14.5 15 1 0 1 3
"689" 190 2 72 46 10 9 5 1 1 1 4
"690" 145 2 73 43 11 9 10 0 0 1 4
"691" 110 2 65 45 7 13.5 7 1 0 1 1
"692" 75 2 65 45 7 14.5 10 0 0 1 3
"693" 87 2 64 45 9 15.5 12 1 0 0 1
"694" 120 2 64 46 6 7 3 1 0 1 4
"695" 107 2 64 44 9 15.5 5 1 0 1 1
"696" 115 2 64 45 7 13.5 5 1 0 1 1
"697" 110 2 66 45 10 11.5 10 1 0 1 6
"698" 96 2 65 45 7 12.5 15 1 1 1 2
"699" 95 2 66 44 10 14.5 7 0 0 1 3
"700" 110 2 70 40 6 12 2 1 1 0 8
"701" 113 2 70 50 9 6 10 1 0 0 6
"702" 130 2 73 41 10 12 5 0 0 1 7
"703" 108 2 66 44 9 12 5 1 0 1 7
"704" 94 2 65 45 7 17 10 1 0 0 2
"705" 92 2 66 44 9 11.5 7 1 0 0 6
"706" 108 2 66 43 7 17 2 1 0 1 4
"707" 223 2 63 38 7 7.5 3 1 1 1 3
"708" 138 2 66 44 9 4.5 2 1 0 1 8
"709" 120 2 68 47 8 12.5 5 0 0 0 3
"710" 115 2 69 46 6 12 5 1 1 1 8
"711" 109 2 66 46 8 15.5 5 1 0 1 1
"712" 130 2 67 46 7 9 5 1 1 1 4
"713" 92 2 63 38 8 12 10 0 0 1 8
"714" 103 2 64 40 8 10.5 10 0 0 0 3
"715" 94 2 63 38 8 17 12 1 0 0 2
"716" 156 2 70 48 7 9 2 1 1 1 4
"717" 99 2 65 44 7 10.5 5 1 0 1 3
"718" 87 2 63 45 6 10 10 1 0 0 6
"719" 155 2 72 52 7 3 5 0 0 1 1
"720" 105 2 66 46 11 12 7 1 0 0 5
"721" 130 2 72 44 10 6 5 1 0 0 6
"722" 165 2 69 47 7 4.5 5 0 1 1 8
"723" 200 2 71 46 8 4.5 5 1 1 0 8
"724" 123 2 66 43 8 10 5 1 1 1 6
"725" 129 2 66 44 9 9 15 1 0 0 4
"726" 104 2 72 48 9 10.5 10 1 0 0 3
"727" 145 2 71 43 8 9 5 1 1 0 3
"728" 135 2 72 45 10 14.5 2 1 0 1 2
"729" 138 2 66 44 14 4.5 2 1 0 1 8
"730" 108 2 66 42 6 3.5 3 1 1 0 7
"731" 110 2 71 43 10 14.5 20 0 0 1 3
"732" 108 2 64 43 9 3.5 10 0 0 0 7
"733" 103 2 70 44 10 15.5 7 1 0 1 1
"734" 107 2 67 46 8 13.5 7 0 0 1 1
"735" 210 2 71 45 15 9 1 1 1 1 4
"736" 138 2 69 45 9 4.5 5 1 0 1 8
"737" 144 2 66 45 8 9 7 1 1 1 3
"738" 89 2 64 39 8 14.5 5 0 0 0 2
"739" 120 2 68 45 8 10.5 5 0 0 1 3
"740" 105 2 68 41 8 17 5 1 0 0 2
"741" 92 2 68 44 10 10.5 10 0 0 1 7
"742" 101 2 65 44 8 11.5 7 1 0 1 6
"743" 140 2 68 47 8 9 5 1 1 1 4
"744" 82 2 70 40 8 17 7 0 0 1 2
"745" 110 2 67 45 8 13.5 5 0 0 1 1
"746" 120 2 64 43 7 9 5 0 0 1 4
"747" 150 2 71 44 9 8 5 1 1 1 1
"748" 102 2 65 44 7 15.5 5 1 0 1 1
"749" 90 2 66 43 9 15.5 10 1 0 0 1
"750" 130 2 70 45 9 10.5 15 1 0 1 3
"751" 90 2 63 44 6 17 5 1 0 1 2
"752" 95 2 63 39 8 17 1 1 0 1 2
"753" 110 2 67 41 9 13.5 10 0 0 0 6
"754" 98 2 64 43 7 12 15 1 0 1 7
"755" 95 2 72 43 12 12.7 7 0 0 0 5
"756" 140 2 68 46 7 9 10 1 0 1 4
"757" 100 2 72 42 10 14.5 20 0 0 0 3
"758" 105 2 64 40 7 7 10 1 0 0 4
"759" 110 2 71 44 8 15.5 7 0 0 1 1
"760" 95 2 65 46 8 13.5 7 0 0 0 6
"761" 190 2 73 41 11 3.5 1 1 1 1 7
"762" 97 2 68 46 8 12 5 1 0 1 5
"763" 95 2 72 44 10 12.7 10 1 0 0 5
"764" 94 2 64 45 7 14.5 3 1 0 1 2
"765" 100 2 65 39 8 14.5 10 0 0 1 2
"766" 105 2 65 40 7 17 10 1 0 0 2
"767" 108 2 69 36 9 12.5 5 0 0 0 3
"768" 120 2 65 38 7 11 10 1 1 1 8
"769" 135 2 72 49 8 8 5 0 1 1 1
"770" 163 2 73 48 9 7.5 5 0 1 1 8
"771" 85 2 67 46 6 12 15 1 0 1 5
"772" 110 2 68 45 6 12.5 10 1 0 1 2
"773" 120 2 64 43 6 11.5 2 1 1 1 6
"774" 105 2 72 43 10 13 10 1 0 0 5
"775" 95 2 65 45 7 15.5 7 1 0 1 1
"776" 113 2 63 42 9 7 5 0 0 1 4
"777" 150 2 66 47 9 7 3 1 0 1 4
"778" 119 2 66 45 8 7 7 0 1 0 4
"779" 117 2 70 39 8 12.5 12 1 1 1 2
"780" 140 2 67 46 8 8 5 1 0 0 1
"781" 115 2 73 52 9 10.5 15 1 1 1 3
"782" 150 2 70 50 9 7.5 7 1 1 1 3
"783" 98 2 63 39 7 14.5 10 0 0 0 3
"784" 95 2 64 45 7 14.5 10 1 0 1 2
"785" 108 2 66 43 11 13.5 10 1 0 1 6
"786" 130 2 64 35 6 9 1 1 1 1 4
"787" 92 2 63 39 8 14.5 5 0 0 0 2
"788" 115 2 66 40 8 12.5 5 1 0 0 2
"789" 110 2 73 45 10 15.5 10 1 0 1 1
"790" 115 2 64 45 7 13.5 7 1 0 1 1
"791" 108 2 66 43 7 17 5 1 0 1 4
"792" 110 2 68 46 8 13.5 10 0 0 1 6
"793" 90 2 65 46 7 14.5 5 1 0 1 2
"794" 115 2 65 45 6 13.5 7 1 0 1 1
"795" 210 2 72 49 7 7.5 5 1 1 1 3
"796" 135 2 65 39 7 12 15 0 0 0 7
"797" 105 2 67 45 8 7.5 5 0 0 0 8
"798" 125 2 68 48 7 3 15 1 1 1 1
"799" 108 2 67 45 8 14.5 5 0 0 1 2
"800" 99 2 65 46 6 17 7 1 0 1 2
"801" 138 2 66 44 9.5 4.5 3 1 0 1 8
"802" 127 2 73 43 11 13 5 1 1 1 5
"803" 162 2 71 49 9 9 10 1 1 1 3
"804" 105 2 63 39 8 12.5 10 1 0 1 2
"805" 98 2 65 44 9 14.5 7 0 0 1 3
"806" 112 2 65 44 9 13.5 1 1 0 0 1
"807" 88 2 63 37 8 13 5 0 0 1 5
"808" 175 2 70 40 8 3 5 1 1 1 1
"809" 130 2 68 41 10 10.5 5 0 0 1 3
"810" 94 2 64 45 6 12.5 12 1 0 1 2
"811" 113 2 69 47 8 17 3 1 0 1 4
"812" 100 2 64 41 7 12 5 1 0 1 7
"813" 118 2 68 49 11 7.5 7 1 0 0 8
"814" 93 2 65 39 8 12.5 7 0 0 1 2
"815" 101 2 66 39 8 17 10 1 0 1 2
"816" 98 2 64 43 7 17 5 0 0 1 2
"817" 153 2 66 43 9 5 10 1 1 1 4
"818" 127 2 65 43 7 9 5 0 0 1 4
"819" 103 2 67 43 9 15.5 7 1 0 1 1
"820" 109 2 67 45 11 13.5 5 0 0 1 1
"821" 94 2 64 45 6 17 15 1 0 1 2
"822" 92 2 63 38 8 12 10 0 0 1 7
"823" 95 2 63 39 8 12 10 1 0 1 7
"824" 89 2 64 45 6 12.5 15 1 0 1 2
"825" 85 2 69 48 6 12 10 0 0 1 7
"826" 130 2 65 44 9 9 5 1 0 1 4
"827" 80 2 68 42 8 13.5 7 1 0 0 6
"828" 135 2 72 43 9 10.5 15 1 0 0 3
"829" 165 2 65 45 9 9 10 1 1 1 3
"830" 104 2 67 43 11 12 15 1 0 1 7
"831" 135 2 65 38 8 7.5 10 1 1 1 3
"832" 103 2 64 45 7 13.5 15 1 0 1 1
"833" 160 2 72 50 9 7.5 5 0 1 1 8
"834" 215 2 67 42 9 7.5 3 1 1 1 3
"835" 72 2 64 43 7 6 7 1 0 1 6
"836" 180 2 71 47 7 7.5 10 1 1 1 3
"837" 97 2 64 45 7 13.5 10 1 0 1 1
"838" 156 2 70 48 7 9 2 1 0 1 4
"839" 113 2 73 52 8 7.5 5 0 1 0 8
"840" 155 2 73 49 9 10.5 15 1 1 1 3
"841" 135 2 70 40 9 15.5 10 1 0 1 1
"842" 89 2 65 40 8 13 7 0 0 1 5
"843" 110 2 66 43 7 13.5 15 0 0 1 1
"844" 152 2 73 48 8 3 15 1 1 1 1
"845" 130 2 73 47 9 11 10 1 1 1 5
"846" 115 2 64 38 8 14.5 7 1 0 1 3
"847" 140 2 73 44 10 10.5 5 1 1 0 3
"848" 95 2 72 43 12 12.7 7 0 0 0 5
"849" 145 2 69 47 7 3.5 10 1 1 1 7
"850" 108 2 64 40 9 12 10 0 0 1 1
"851" 128 2 68 50 9 12.5 5 0 0 1 3
"852" 105 2 65 47 9 12.5 5 1 0 1 2
"853" 94 2 63 39 8 14.5 5 0 0 1 2
"854" 99 2 72 43 10 12.7 10 1 0 1 5
"855" 138 2 65 44 9 4.5 2 1 0 1 8
"856" 85 2 64 45 6 13 5 0 0 1 5
"857" 145 2 72 50 7 4.5 5 1 1 0 8
"858" 126 2 68 47 8 8 5 0 0 1 1
"859" 105 2 65 40 8 13.5 7 1 0 1 6
"860" 180 2 71 42 8 7 15 0 0 1 4
"861" 105 2 63 42 8 12 15 1 1 1 1
"862" 95 2 65 47 8 13.5 5 1 0 1 6
"863" 105 2 65 40 8 17 10 1 0 1 2
"864" 180 2 73 46 10 7.5 3 1 1 1 3
"865" 125 2 64 43 7 4.5 10 1 0 1 8
"866" 110 2 65 40 8 12.5 5 1 0 0 2
"867" 139 2 72 45 9 10.5 7 1 0 1 7
"868" 112 2 68 41 10 12 10 1 0 1 7
"869" 94 2 64 38 9 12 11 0 0 1 7
"870" 105 2 68 43 9 13.5 10 1 0 1 6
"871" 95 2 63 42 8 3.5 5 1 1 1 7
"872" 96 2 68 45 10 12.5 15 0 0 1 3
"873" 112 2 68 44 9 7.5 7 1 0 1 8
"874" 114 2 68 44 8 10.5 10 1 0 1 7
"875" 98 2 70 39 9 11.5 2 1 0 0 6
"876" 90 2 72 53 10 11.5 5 0 1 1 6
"877" 155 2 64 36 8 8 7 1 1 0 1
"878" 147 2 65 46 8 3 10 1 0 1 1
"879" 110 2 63 43 9 15.5 3 1 0 0 1
"880" 95 2 68 45 9 14.5 10 0 0 1 2
"881" 93 2 64 38 8 14.5 10 1 0 1 2
"882" 116 2 66 47 8 12 10 0 0 1 7
"883" 150 2 67 39 8 12 5 1 0 1 8
"884" 103 2 63 38 9 12.5 10 1 0 1 2
"885" 91 2 65 39 8 13 5 0 0 1 5
"886" 118 2 64 43 9 10.5 7 0 0 1 3
"887" 105 2 63 43 7 10.5 15 1 0 1 3
"888" 110 2 67 44 9 11.5 10 0 0 1 6
"889" 116 2 68 43 8 6.5 10 1 1 1 5
"890" 120 2 69 45 9 7.5 5 1 0 0 8
"891" 118 2 71 41 8 12 15 0 0 1 7
"892" 118 2 63 38 8 14.5 5 1 0 1 3
"893" 120 2 67 46 10 9 10 1 0 1 4
"894" 96 2 63 38 8 12.5 15 1 0 1 2
"895" 140 2 66 43 7 8 10 0 0 1 1
"896" 145 2 73 50 9 9 7 1 1 0 3
"897" 115 2 65 39 8 13 10 0 0 1 5
"898" 107 2 72 43 10 13 5 0 0 0 5
"899" 95 2 67 45 10 12 10 0 0 1 8
"900" 160 2 68 40 9 9 10 1 1 1 4
"901" 106 2 72 52 9 11.5 7 0 1 1 6
"902" 111 2 64 40 7 17 10 1 0 0 2
"903" 118 2 72 43 10 12.7 2 1 0 0 5
"904" 155 2 72 53 8 3 10 1 1 1 1
"905" 112 2 66 44 7 8 20 1 0 1 1
"906" 100 2 66 44 6 12.5 10 1 0 1 2
"907" 163 2 72 43 9 7 10 0 1 1 4
"908" 95 2 63 40 8 12.5 10 1 0 1 2
"909" 106 2 63 44 7 12.5 10 1 0 1 2
"910" 93 2 64 44 6 17 5 1 0 1 2
"911" 164 2 72 48 7 3.5 5 1 1 1 7
"912" 140 2 66 42 8 7 2 1 1 0 4
"913" 92 2 70 50 6 12 5 0 0 1 7
"914" 107 2 73 47 9 17 15 0 1 0 2
"915" 200 2 72 46 9 9 10 1 1 1 3
"916" 105 2 66 44 7 13.5 7 1 0 1 6
"917" 108 2 66 44 7 17 5 1 0 1 4
"918" 128 2 65 44 7 9 5 0 0 1 4
"919" 130 2 72 44 9 6 5 1 1 1 6
"920" 110 2 65 39 9 12.5 2 1 0 0 2
"921" 120 2 67 45 7 13.5 10 1 0 1 1
"922" 106 2 67 45 9 12 7 0 0 1 7
"923" 137 2 69 44 10 9 10 1 0 1 4
"924" 89 2 64 45 7 12 5 1 0 1 5
"925" 79 2 65 45 7 6 7 1 0 1 6
"926" 105 2 66 44 7 13.5 7 0 0 1 1
"927" 107 2 69 45 10 12 10 1 0 1 7
"928" 110 2 65 44 8 10.5 10 1 1 1 7
"929" 115 2 68 43 9 6.5 5 1 0 1 2
"930" 93 2 64 45 7 14.5 3 1 0 1 2
"931" 140 2 70 51 8 12.5 10 1 1 1 8
"932" 94 2 64 45 7 14.5 10 0 0 1 3
"933" 120 2 63 40 8 6 7 1 1 1 6
"934" 135 2 73 53 8 11 15 1 1 1 8
"935" 105 2 73 45 8 11 10 1 0 0 5
"936" 155 2 73 49 9 10.5 15 1 1 1 3
"937" 129 2 72 44 10 6 5 1 0 0 6
"938" 140 2 67 46 9 8 15 1 0 1 1
"939" 112 2 66 41 8 17 5 1 0 0 2
"940" 123 2 70 47 8 12 7 0 0 1 7
"941" 115 2 65 47 8 13.5 3 1 1 1 1
"942" 115 2 64 38 8 17 5 1 0 1 2
"943" 95 2 63 38 8 12.5 5 1 0 1 2
"944" 128 2 68 44 11 4.5 12 1 0 0 8
"945" 90 2 64 39 9 6 5 0 1 1 6
"946" 98 2 66 44 7 11.5 10 1 0 1 6
"947" 125 2 63 43 6 17 5 1 1 1 4
"948" 112 2 67 38 7 10.5 10 0 1 1 3
"949" 160 2 73 41 8 7 5 0 0 0 4
"950" 122 2 64 46 8 12.5 7 0 0 1 3
"951" 179 2 73 47 6 3 10 1 1 1 1
"952" 210 2 71 45 6 9 1 1 1 1 4
"953" 145 2 63 41 8 3.5 3 1 0 1 7
"954" 199 2 70 46 8 7.5 7 1 1 1 3
"955" 105 2 64 38 8 14.5 10 0 0 1 2
"956" 119 2 68 45 8 6 10 1 0 1 6
"957" 99 2 66 41 8 13.5 15 1 1 1 1
"958" 92 2 63 38 8 14.5 5 0 0 0 2
"959" 92 2 65 45 7 12.5 5 1 0 1 2
"960" 85 2 65 46 7 13 7 0 0 1 5
"961" 95 2 65 46 8 12.5 10 1 0 1 2
"962" 96 2 65 40 8 14.5 15 1 0 0 2
"963" 170 2 68 39 10 4.5 10 1 1 0 8
"964" 115 2 67 42 9 3.5 7 1 1 1 7
"965" 108 2 65 40 8 17 5 1 0 1 2
"966" 197 2 70 46 7 4.5 3 1 1 1 8
"967" 102 2 64 47 6 17 10 1 0 1 4
"968" 103 2 64 44 10 15.5 7 1 0 1 1
"969" 91 2 64 45 7 14.5 10 1 0 1 2
"970" 145 2 69 43 7 3.5 3 1 1 1 7
"971" 150 2 69 46 8 7.5 7 1 1 1 3
"972" 94 2 72 46 10 14.5 9 0 0 1 3
"973" 110 2 67 49 6 12.5 10 1 1 0 3
"974" 90 2 67 40 8 12 5 1 0 1 5
"975" 95 2 66 39 8 14.5 15 1 0 1 2
"976" 100 2 65 41 8 14.5 5 0 0 1 2
"977" 98 2 65 44 7 11.5 15 1 0 1 6
"978" 98 2 72 44 7 11.5 7 1 1 0 6
"979" 112 2 72 51 8 6.5 5 1 1 0 5
"980" 105 2 66 40 8 17 5 1 0 1 2
"981" 160 2 69 47 8 3 10 1 1 1 1
"982" 137 2 70 45 8 10.5 10 1 1 1 3
"983" 115 2 68 46 8 13.5 10 1 0 1 1
"984" 105 2 65 39 8 17 10 1 0 0 2
"985" 130 2 72 45 10 11.5 10 1 0 0 6
"986" 95 2 65 46 7 12.5 15 1 0 1 2
"987" 112 2 72 50 9 17 10 1 1 0 2
"988" 105 2 72 52 8 6 15 0 1 1 6
"989" 125 2 66 40 10 12 20 1 0 1 8
"990" 99 2 65 40 8 12.5 10 1 0 1 2
"991" 100 2 64 38 8 14.5 15 0 0 1 2
"992" 93 2 70 50 9 12.5 10 1 0 0 2
"993" 96 2 63 45 6 12.5 10 1 0 1 2
"994" 150 2 68 46 9 12 5 1 1 1 8
"995" 105 2 67 48 8 13.5 15 1 0 1 6
"996" 78 2 64 39 8 7 10 0 0 1 5
"997" 93 2 64 45 7 14.5 3 1 0 1 2
"998" 179 2 65 45 8 9 5 1 1 1 3
"999" 115 2 68 46 7 14.5 15 1 0 1 3
"1000" 105 2 66 40 8 12.5 5 1 0 1 2
"1001" 160 2 68 44 8 17 5 1 0 1 2
"1002" 133 2 65 47 8 12.5 5 1 0 1 3
"1003" 115 2 65 39 9 12.5 3 1 0 0 2
"1004" 185 2 68 47 8 4.5 5 1 1 1 8
"1005" 110 2 63 38 8 17 10 1 0 1 2
"1006" 104 2 73 44 10 13 5 0 0 1 5
"1007" 95 2 72 43 12 12.7 10 0 0 0 5
"1008" 142 2 70 45 9 3.5 3 1 0 1 7
"1009" 88 2 72 51 9 11.5 10 0 1 1 6
"1010" 93 2 70 40 10 12 10 1 0 0 5
"1011" 104 2 67 44 10 11.5 8 1 0 1 6
"1012" 105 2 67 45 9 12 7 0 0 1 7
"1013" 126 2 64 44 7 8 2 1 0 0 1
"1014" 98 2 68 44 8 10.5 10 1 0 1 7
"1015" 95 2 64 45 7 17 5 1 0 1 2
"1016" 114 2 73 44 10 13.5 10 0 0 0 6
"1017" 129 2 64 39 9 13.5 5 0 0 1 1
"1018" 97 2 63 44 7 11.5 5 1 0 0 6
"1019" 97 2 72 43 10 12.7 10 0 0 1 5
"1020" 103 2 64 45 7 15.5 5 1 0 1 1
"1021" 137 3 76 50 9 11 7 1 1 1 8
"1022" 115 3 77 50 9 3.5 7 1 0 0 7
"1023" 110 3 75 50 10 13.5 10 0 0 1 6
"1024" 175 3 79 50 9 4.5 1 1 1 0 8
"1025" 110 3 75 43 10 12.7 5 1 0 1 5
